<code>Nume sortare,Test 1,Test 2,Test 3,Test 4,Test 5,Test 6,Test 7,Test 8,Test 9,Test 10,Test 11,Test 12,Test 13,Test 14,Test 15,Test 16</code>
Mergesort_INT,0.4105,2059.29,1848.51,1814.28,0.4177,0.4341,556.082,2360.93,
Mergesort_ULL,0.3873,1868.12,1843.78,1816.92,0.4194,0.4044,533.693,2343.43,0.4168,50.183,563.369,2307.69,
Mergesort_FLOAT,0.7767,1885.47,1775.19,1768.72,0.4186,0.9475,572.441,2415.67,0.4342,52.1162,562.25,2408.6,0.412,54.3553,273.842,2377.96,
Shellsort_INT,0.0514,391.276,347.74,382.432,0.1316,0.1378,315.021,1428.09,
Shellsort_ULL,0.0464,432.337,400.746,471.115,0.1311,0.1335,309.426,1414.96,0.1348,24.8176,331.196,1428.36,
Shellsort_FLOAT,0.1147,423.435,366.908,371.791,0.1591,0.1562,374.755,1700.7,0.0388,7.1312,80.7963,402.151,0.1584,24.493,174.829,359.978,
Heapsort_INT,0.0864,701.524,710.907,721.736,0.1902,0.1886,430.969,2479.24,
Heapsort_ULL,0.0943,784.975,810.093,811.529,0.2169,0.1914,521.979,2941.76,0.1909,34.4224,552.2,3049.27,
Heapsort_FLOAT,0.0883,706.267,721.781,731.13,0.1932,0.1906,477.16,2624.33,0.1966,34.1213,472.071,2546.37,0.1957,33.5902,204.626,2597.69,
Timsort_INT,0.075,696.559,672.991,638.236,0.0842,0.0804,180.195,827.42,
Timsort_ULL,0.0724,822.406,641.608,670.155,0.0745,0.0789,167.342,871.427,0.0791,13.8562,182.78,834.19,
Timsort_FLOAT,0.1236,666.824,633.441,615.725,0.1635,0.0732,170.105,745.685,0.1625,13.4938,170.3,744.425,0.0792,13.9463,77.7306,775.097,
Default_INT,0.1099,1074.65,992.203,1032.98,0.1537,0.1505,288.446,1257.01,
Default_ULL,0.1061,989.227,909.018,933.652,0.149,0.1449,279.375,1223.65,0.1457,24.4534,273.017,1209.32,
Default_FLOAT,0.1042,985.171,919.311,936.358,0.1503,0.2481,287.346,1270.33,0.1536,24.0635,284.656,1279.18,0.1476,23.8286,139.215,1254.73,
Radixsort_INT,0.0413,117.171,116.844,115.487,0.1275,0.4157,408.538,1653.71,
Radixsort_ULL,0.0457,114.334,114.146,121.103,0.139,0.405,405.769,1625.07,0,0,0,0,
AVL_INT,0.3668,2634.83,2597.88,2531.35,0.3282,0.3644,1792.46,10592.8,
AVL_ULL,0.3621,2696.85,2501.94,2470.21,0.3696,0.3273,1969.45,10991.3,0.358,75.7084,1981.11,11008.6,
AVL_FLOAT,0.34,2601.95,2452.85,2466.13,0.3606,0.3333,1834.45,11649.1,0.2947,50.1647,572.551,2455.87,0.3776,64.5798,687.384,2444.36,
